entity	index	name	label	actorOrService	hierarchy	description	originalAlternativeName	type	nistDomain	cimZone	euWp1ActorOrRole	euWp1RelatedRole	euWp1FunctionOrService
entity:PowerGridEquipmentVendors-943	943	Power Grid Equipment vendors	Power Grid Equipment vendors	Role	Conceptual	Field equipment vendors.	EU: Electric Power Grid Equipment vendors;	Organization	Operations				
entity:PowerImportSchedulingAndOptimisation-OPIMP--944	944	Power import scheduling and optimisation (OP-IMP)	Power import scheduling and optimisation (OP-IMP)	-		Power import scheduling and optimisation aims to minimise the cost of imported power by keeping the average imported power close to the contracted value, making use of peak plants, load switching or load shedding.							
entity:PowerPlantDEREMS-PDEMS--945	945	Power Plant DER EMS (PDEMS)	Power Plant DER EMS (PDEMS)			System that manages the settings and dispatch of DER systems within a power plant							
entity:PowerPlantOperator-946	946	Power Plant Operator	Power Plant Operator			Responsible party for operational aspects of a power plant							
entity:PowerPlantOwner-947	947	Power Plant Owner	Power Plant Owner			Responsible party for market and financial decisions and contracts related to a power plant							
entity:PowerPlantSystem-948	948	Power Plant System	Power Plant System	-		Applications managing a Power Plant							
entity:PowerQualityAnalysis-949	949	Power Quality analysis	Power Quality analysis	Service	Conceptual	Provides corrective action based on a system analysis of the power quality anomalies.		Automation Service	Distribution				
entity:PowerQualityAnalysis-950	950	Power Quality Analysis	Power Quality Analysis	Service	Conceptual	Analyzes  electric power quality by comparing measured parameters against desired parameters		Automation Service	Service Provider				
entity:PowerQualityAnalysis-951	951	Power Quality Analysis	Power Quality Analysis	Service	Conceptual	This service provides  the analysis of electric power quality		Automation Service	Service Provider				
entity:PowerQualityCollector-952	952	Power Quality collector	Power Quality collector	Service	Conceptual	This service retains the power quality sensor data for a distribution circuit component area.		Automation Service	Distribution				
entity:PowerQualityCollector-953	953	Power Quality collector	Power Quality collector	Service	Conceptual	This service retains the power quality sensor data from within customer sites throughout the distribution system.		Automation Service	Distribution				
entity:PowerQualityControl-954	954	Power quality Control	Power quality Control	Service	Conceptual	A service that directly operates devices for effecting power characteristics		Automation Service	Customer				
entity:PowerQualityControl-955	955	Power quality Control	Power quality Control	Service	Conceptual	A service that directly operates devices for effecting power characteristics		Automation Service	Customer				
entity:PowerQualityCorrectiveAction-956	956	Power Quality corrective action	Power Quality corrective action	Service	Conceptual	This service provides the activation signals to devices for execution of the power quality corrective action.		Automation Service	Distribution				
entity:PowerQualityDetector-957	957	Power Quality detector	Power Quality detector	Service	Conceptual	This service provides the power quality detection data at the desired distribution circuit component area.		Automation Service	Distribution				
entity:PowerQualityImprovement-958	958	Power Quality Improvement	Power Quality Improvement	Service	Conceptual	 This service manages the improvement of power quality within the distribution system.		Business Service	Distribution				
entity:PowerQualityManagementSupport-959	959	Power quality management support	Power quality management support	Service	Conceptual	Provides a control mechanism to maintain the power quality on the overall grid		Automation Service	Operations				
entity:PowerQualityMonitoring--960	960	Power Quality Monitoring:	Power Quality Monitoring:	Service	Conceptual	This service monitors power quality on the distribution system.		Business Service	Distribution				
entity:PowerQualityNotification-961	961	Power Quality Notification	Power Quality Notification	Service	Conceptual	Notifies entities of electric power quality status		Automation Service	Service Provider				
entity:PowerQualitySensor-962	962	Power Quality Sensor	Power Quality Sensor	Service	Conceptual	This service provides the power quality sensor data from within customer sites throughout the distribution system.		Automation Service	Distribution				
entity:PowerQualitySensor-963	963	Power Quality Sensor	Power Quality Sensor	Service	Conceptual	Measures electric power quality parameters		Automation Service	Service Provider				
entity:PowerQualityServices-964	964	power quality services	power quality services	Service	Conceptual	manage the quality of electrical service by ensuring that it is within applicable limits		Business Service	Service Provider				
entity:PowerQualitySupportService-965	965	power quality support service	power quality support service	Service	Conceptual	Provide a platform to manage power quality in the system based on temporal data  inputs		Automation Service	Bulk Generation				
entity:PowerSystemControlCenter-966	966	Power System Control Center	Power System Control Center	Zone	Logical	Power system central operations. This is the physical entity from which Grid Operations provides their services. Today these include Regional/Independent Operators, utility-owned transmission Operations and Distribution Operations facilities.	NR: Plant Control System - Distributed Control System	Facility	Operations	Operations			
entity:PremiseInstallationAndMaintenance-967	967	Premise Installation and Maintenance	Premise Installation and Maintenance	Service	Logical	Business function or service that installs and maintains premise equipment.		Application	Service Provider	Enterprise			
entity:PremiseManagement-968	968	Premise Management	Premise Management	Service	Logical	Information regarding the location of a service. This set of functions includes: Address management; Right-of-ways, easements, grants; and Real estate management.		Application	Operations				
entity:PremiseSurveillance-969	969	Premise surveillance	Premise surveillance	Service	Conceptual	mechanism for monitoring the security of a geographic location with alerting capability if established parameters are exceeded		Automation Service	Operations				
entity:Premises-970	970	Premises	Premises	Actor	Logical	A house or building or groups of buildings, together with its land and other improvements, occupied by a legal entity or considered in an official context		Facility	Cross Cutting				
entity:Premises-PRM--971	971	Premises (PRM)	Premises (PRM)	-		Information regarding the location of a service. This set of functions includes: Address management; Right of ways, easements, grants; and Real estate management.							
entity:PrepareStaticSystemsForStormConditions--972	972	Prepare Static Systems for Storm Conditions:	Prepare Static Systems for Storm Conditions:	Service	Conceptual	  This service includes the management of static preparations in anticipation of system disturbances due to impending storm conditions		Business Service	Distribution				
entity:PreventDemandAssetDamage-973	973	prevent demand asset damage	prevent demand asset damage	Service	Conceptual	ensure mechnisms to prevent damage to demand assests		Business Service	Service Provider				
entity:PriceBasedControl-974	974	Price based control	Price based control	Service	Conceptual	Ability to control devices using by communicating price		Business Service	Customer				
entity:PriceDelivery-975	975	Price Delivery	Price Delivery	Service	Conceptual	A service that deliveres pricing information.		Automation Service	Customer				
entity:PriceEnergyProducts-976	976	price energy products	price energy products	Service	Conceptual	provide time based prices for energy products for individual customers		Business Service	Market				
entity:PrivacyPolicyEnforcement-977	977	Privacy Policy Enforcement	Privacy Policy Enforcement	Service	Conceptual	This service manages privacy policy enforcement.  Metrics for this service are traceability to applicable privacy policy requirements.		Business Service	Cross-cutting				
entity:ProcessAutomationSystem-978	978	Process Automation System	Process Automation System	-		Automation system to monitor and control industrial production plants.							
entity:Producer-979	979	Producer	Producer	Role		A party that produces electricity  Additional information: This is a type of Party Connected to the Grid							
entity:ProductionResponsibleParty-980	980	Production Responsible Party	Production Responsible Party	Role	Conceptual	A party who can be brought to rights, legally and financially, for any imbalance between energy sold and produced for all associated metering points. Tye of Market Participant.		Organization	Market				
entity:ProductionResponsibleParty-981	981	Production Responsible Party	Production Responsible Party	Role		A party who can be brought to rights, legally and financially, for any imbalance between energy sold and produced for all associated metering points.  Additional information: This is a type of Balance Responsible Party							
entity:ProfileSupport-982	982	profile support	profile support	Service	Conceptual	Provides a mechanism to provide customer demand profiles for customers		Automation Service	Operations				
entity:ProjectDefinition-NEPRJ--983	983	Project definition (NEPRJ)	Project definition (NEPRJ)	Application		Planned work activities to enhance or extend the network and/or other assets. Example include line extension for new housing development, a new substation, switchgear change at a substation. Capital development projects (i.e., not billed to a customer) are usually justified with an business case.							
entity:ProtectMarkets-984	984	Protect markets	Protect markets	Service	Conceptual	Provides a mechanism to protect the market from potentially damaging trading behaviour		Business Service	Market				
entity:ProtectionSupport-985	985	Protection Support	Protection Support	Service	Conceptual	provides an automated mechanism to manage system protection automatically		Automation Service	Operations				
entity:ProvideBlackStart-986	986	provide black-start	provide black-start	Service	Conceptual	Provide the ability to produce power without first requiring power from the grid		Business Service	Operations				
entity:ProvideCommunicationPlatform-987	987	Provide Communication Platform	Provide Communication Platform	Service	Conceptual	Provide infrastructure for secure, accurate and timely communication		Business Service	Market				
entity:ProvideCommunications-988	988	provide communications	provide communications	Service	Conceptual	provide a way to coordinate different facilities operations regardless of outside interference		Business Service	Bulk Generation				
entity:ProvideConnectivity-989	989	provide connectivity	provide connectivity	Service	Conceptual	maintain communication to equipment		Business Service	Operations				
entity:ProvideCostBenefitAnalysis-990	990	provide cost-benefit analysis	provide cost-benefit analysis	Service	Conceptual	maintain business cases that provide traceability of project costs and benefits		Business Service	Bulk Generation				
entity:ProvideDemandForecast-991	991	provide demand forecast	provide demand forecast	Service	Conceptual			Business Service	Market				
entity:ProvideDemandHistory-992	992	provide demand history	provide demand history	Service	Conceptual	Provide history of demand at all tracked locations on the grid		Business Service	Market				
entity:ProvideDemandProfile-993	993	provide demand profile	provide demand profile	Service	Conceptual	Provide a time versus demand curve that represents the typical demand of a customer		Business Service	Operations				
entity:ProvideFailOverOptions-994	994	provide fail over options	provide fail over options	Service	Conceptual	provide a mechanism to maintain the system within compliance limits when a resource is lost		Business Service	Bulk Generation				
entity:ProvideHistoricalData-995	995	provide historical data	provide historical data	Service	Conceptual	provides information for requested time frame		Business Service	Operations				
entity:ProvideOnlineTrainingResources-996	996	Provide online training resources	Provide online training resources	Service	Conceptual	This service enables the facilitation of web-based or computer application based training service for distribution operations personnel.		Automation Service	Distribution				
entity:ProvideOperationalPlatform-997	997	Provide Operational platform	Provide Operational platform	Service	Conceptual	Provide infrastructure necessary to operate power market		Business Service	Market				
entity:ProvideQualifiedResourcesForDistributionOperations-998	998	Provide qualified resources for distribution operations	Provide qualified resources for distribution operations	Service	Conceptual	This service collects and presents qualifications of personnel trained to work on specific distribution equipment		Automation Service	Distribution				
entity:ProvideSecurity-999	999	provide security	provide security	Service	Conceptual	the expection is that the generation units will provide enough reserve to allow for the loss of part of the system		Business Service	Bulk Generation				
entity:PublicInternet-Intranet-1000	1000	Public Internet/Intranet	Public Internet/Intranet	Zone	Logical	Public Internet is the pri,ary communications facility used between Grid Operations Core Network, Market, Third Party Providers, and Customer Portals.		Facility	Operations	Communications			
entity:PublicNetwork-1001	1001	Public Network	Public Network										
entity:PumpedStorageFacility-1002	1002	Pumped Storage Facility	Pumped Storage Facility	Actor	Logical	Stored compressed air, or water for power generation as a scheduled resource. Pumped storage is supplied by (but limited to) windmills, tide-driven pumps, electric pumps for closed loop systems.	IE: 1) Pumped Hydraulic, 2) Compressed air	Device	Generation	Process			
entity:PumpedWaterStorage-1003	1003	Pumped water storage	Pumped water storage										
entity:QoSSupport-1004	1004	QoS Support	QoS Support	Service	Conceptual	mechanism to maintain operations QoS		Automation Service	Operations				
entity:QueryCustomerInfo-1005	1005	query customer info	query customer info	Service	Conceptual	query customer for various parameters using commincation system		Automation Service	Service Provider				
entity:RapidSettlementSupportService-1006	1006	Rapid Settlement support service	Rapid Settlement support service	Service	Conceptual	Provide a platform to collect all settlement data for rapid settlement		Automation Service	Market				
entity:RASSupportService-1007	1007	RAS Support Service	RAS Support Service	Service	Conceptual	Provide support services for RAS		Automation Service	Operations				
entity:ReactivePowerDetector-1008	1008	Reactive power detector	Reactive power detector	Service	Conceptual	This service detects the reactive power flowing through a pre-defined section of a circuit.		Automation Service	Transmission				
entity:ReactivePowerDetector-1009	1009	Reactive power detector	Reactive power detector	Service	Conceptual	This service detects the reactive power flowing through a pre-defined section of a  circuit.		Automation Service	Distribution				
entity:ReactivePowerDetector-1010	1010	Reactive power detector	Reactive power detector	Service	Conceptual	This service continuously monitors the reactive power within the distribution system.		Automation Service	Distribution				
entity:ReactivePowerManagement--1011	1011	Reactive Power Management:	Reactive Power Management:	Service	Conceptual	This service manages reactive power on the distribution system to maintain reactive power		Business Service	Distribution				
entity:ReactivePowerManagement--1012	1012	Reactive Power Management:	Reactive Power Management:	Service	Conceptual	This service manages reactive power on the distribution system to maintain reactive power		Business Service	Distribution				
entity:ReactivePowerManager-1013	1013	Reactive power manager	Reactive power manager	Service	Conceptual	This service continuously adjusts the reactive power within the distribution system.		Automation Service	Distribution				
entity:ReactivePowerModifier-1014	1014	Reactive power modifier	Reactive power modifier	Service	Conceptual	This service sends a calculated reactive power correction to a device at a selected point of a distribution circuit.		Automation Service	Transmission				
entity:ReactivePowerModifier-1015	1015	Reactive power modifier	Reactive power modifier	Service	Conceptual	This service sends a calculated reactive power correction to a device at a selected point of a distribution circuit.		Automation Service	Distribution				
entity:Reactor-1016	1016	Reactor	Reactor	Actor	Logical	(Shunt) Reactors compensate for the capacitive reactive power of the transmission cables. They are typically found in switch yards and substations.		Device	Transmission				
entity:ReadMeterDataToImproveBillingProcess-1017	1017	read meter data to improve billing process	read meter data to improve billing process	Service	Conceptual	share accurate meter data with authorized parties		Business Service	Service Provider				
entity:RealTimeEmergencyOperations-1018	1018	Real-Time Emergency Operations	Real-Time Emergency Operations	Service	Conceptual	This service manages emergency operations within the distribution system within the appropriate timeframe.		Business Service	Distribution				
entity:RealTimeStateEstimator-RTSS--1019	1019	Real-time State Estimator (RTSS)	Real-time State Estimator (RTSS)	Application		Estimates current spatial-temporal state of grid in real-time. If a contingency in the grid is expected, it triggers a close-loop control or notify systems operators of the contingency via GUIs							
entity:RealTimeStateEstimator-RTSS--1020	1020	Real-time State Estimator (RTSS)	Real-time State Estimator (RTSS)	Application		0.0							
entity:Recloser-1021	1021	Recloser	Recloser	Actor	Logical	Reclosers (automatic) are control devices that open a circuit for monentary overload overcurrent and interrupt fault) conditions. Reclosers stay open after a preselect number of tries, isolating the faulted section of the circuit. Reclosers are typically pole-mounted.		Device	Distribution				
entity:ReconciliationAccountable-1022	1022	Reconciliation Accountable	Reconciliation Accountable	Role		A party that is financially accountable for the reconciled volume of energy products for a profiled Local metering point.							
entity:ReconciliationAccountableParty-1023	1023	Reconciliation Accountable Party	Reconciliation Accountable Party	Role	Conceptual	A party that is financially accountable for the reconciled volume of energy products for a profiled Local metering point.		Organization	Market				
entity:ReconciliationResponsible-1024	1024	Reconciliation Responsible	Reconciliation Responsible	Role		A party that is responsible for reconciling, within a Metering grid area, the volumes used in the imbalance settlement process for profiled metering points and the actual metered quantities.							
entity:RecordsAndAssetManagement-AM--1025	1025	Records and asset management (AM)	Records and asset management (AM)	System		The Records and Asset Management actors track and report on the substation and network equipment inventory, provide geospatial data and geographic displays, maintain records on non-electrical assets, and perform asset investment planning							
entity:RecordsAndAssetsManagement-1026	1026	Records and Assets Management	Records and Assets Management	Service	Conceptual	The Records and Asset Management rolesactors track and report on the substation and network equipment inventory, provide geospatial data and geographic displays, maintain records on non-electrical assets, and perform asset investment planning.		Application	Operations				
entity:RecordsManagementForAuditing-1027	1027	Records Management for Auditing	Records Management for Auditing	Service	Conceptual	This service manages records necessary for auditing purposes		Business Service	Cross-cutting				
entity:RecoveryManagement-1028	1028	Recovery Management	Recovery Management	Service	Conceptual	Manage restart of the system from cold-start conditions such that full operation is restored.		Business Service	Customer				
entity:ReduceSettlementTimeline-1029	1029	Reduce settlement timeline	Reduce settlement timeline	Service	Conceptual	Develop mechanisms to settle market at the earliest possible time		Business Service	Market				
entity:RegionalInterconnects-1030	1030	Regional Interconnects	Regional Interconnects	Zone	Logical	Regional interconnects are between Grid Operations Core Networks . They are used to signal cross regional awareness, such as cross-regional Wide Area Situational Awareness (WASA) voltage collapse. These facilities are either private proprietary or pubic carrier backbones.		Facility	Operations	Communications			
entity:RegionalTransmissionOrganization-1031	1031	Regional Transmission Organization	Regional Transmission Organization	Role	Conceptual	An independent entity that monitors/controls a power grid over a wide geographic area (typically several States, may include ISOs). Responsible for wide-are generation and transmission coordination, high-level load management and other signals for distribution companies. Additionally responsible for managing the area's wholesale generation Market on the behalf of Market participants (Generation, Distributed Generation, Service Providers and Aggregators.	RM: RTO/ISO; NR: Independent System Operator/Regional Transmission Organization Wholesale Market	Organization	Operations	Market			
entity:RegisterDispute-1032	1032	register dispute	register dispute	Service	Conceptual	Provide a mechanism to register a dispute on the market processes		Business Service	Market				
entity:RegisterParticipant-1033	1033	register participant	register participant	Service	Conceptual	Provides a customer the ability to engage in market activity		Business Service	Market				
entity:Registration-1034	1034	Registration	Registration	Service	Conceptual	Association of entities with other services		Automation Service	Customer				
entity:RegistrationOperation-1035	1035	Registration Operation	Registration Operation	Service	Conceptual	Provide a mechanism to register devices to  energy services		Business Service	Customer				
entity:RegulateFrequency-1036	1036	regulate frequency	regulate frequency	Service	Conceptual	maintain system frequency within compliance limits		Business Service	Transmission				
entity:RegulatingDERSystem-1037	1037	Regulating DER System	Regulating DER System			DER system responsible for frequency and/or voltage regulation.  The regulating DER system could be a generator, an energy storage system, or controllable load.							
entity:RegulatoryAuthority-1038	1038	Regulatory Authority	Regulatory Authority	Role	Conceptual	Federal agency that requires information on interactions involving intersate transmission, and security	N: Federal Regulator CM: Federal Agency	Organization	Agency				
entity:Relay-1039	1039	Relay	Relay	Actor	Physical	(Protective) relays are switches that trip circuit breaks when conditions as over-current, over-voltage, reverse power flow, over- and under- frequency and faults up to a certain distance away from a substation.		Device	Distribution	Process			
entity:ReliabilityAuthority-1040	1040	Reliability Authority	Reliability Authority	Role	Conceptual	A regulatory authority responsible for the development, reporting and enforcement of electric reliability-related activities.		Organization	Agency	Enterprise			
entity:RemoteDeviceOperation-1041	1041	Remote device operation	Remote device operation	Service	Conceptual	Exert remote device control		Automation Service	Operations				
entity:RemoteDeviceOperation-1042	1042	Remote device operation	Remote device operation	Service	Conceptual	Exert remote device control to grid attached loads		Automation Service	Operations				
entity:RenewableDER-1043	1043	Renewable DER	Renewable DER			DER system whose prime mover energy comes from renewable sources, including water, solar, wind, and biofuels							
entity:RenewableFacility-1044	1044	Renewable Facility	Renewable Facility	Actor	Logical	Renewable Generation Facility		Facility	Generation	Process			
entity:RenewableGenerationForecaster-1045	1045	Renewable Generation Forecaster	Renewable Generation Forecaster	System		Compute forecast for renewable generation in controlled area based on weather forecast							
entity:RenewableGenerationForecaster-1046	1046	Renewable Generation Forecaster	Renewable Generation Forecaster	System									
entity:RepairOutages-1047	1047	Repair outages	Repair outages	Service	Conceptual	repair the distribution system to minimize outage duration		Business Service	Service Provider				
entity:ReportingService-1048	1048	Reporting Service	Reporting Service	Service	Conceptual	An internal service that reports status based on configurations		Automation Service	Cross-cutting				
entity:RequestBid-1049	1049	Request bid	Request bid	Service	Conceptual	Provides Energy Bid  request for a market trading period		Automation Service	Service Provider				
entity:RequestMarketProducts-1050	1050	Request market products	Request market products	Service	Conceptual	Provides the capability to request the procurement of energy market products		Business Service	Operations				
entity:ReserveAllocator-1051	1051	Reserve Allocator	Reserve Allocator	Role	Conceptual	A party that is responsible for reconciling, within a Metering grid area, the volumes used in the imbalance settlement process for profiled metering points and the actual metered quantities.		Organization	Market	Market			
entity:ReserveAllocator-1052	1052	Reserve Allocator	Reserve Allocator	Role		Informs the market of reserve requirements, receives tenders against the requirements and in compliance with the prequalification criteria, determines what tenders meet requirements and assigns tenders.							
entity:ReserveForecasting-1053	1053	Reserve Forecasting	Reserve Forecasting	Service	Conceptual	Analytics necessary to ensure Energy Resource (Generation, storage, &c) reserves are available to match expected contingency margin. Includes locational-based pricing		Automation Service	Transmission				
entity:ReserveManagementSupport-1054	1054	Reserve Management Support	Reserve Management Support	Service	Conceptual	Provide a mechanism to manage the operation of grid connected energy resources that are enrolled as reserves		Automation Service	Operations				
entity:ResidentialCustomer-1055	1055	Residential Customer	Residential Customer	Actor	Logical	A residential consumer of electricity (Eur:includes also agriculture users) may also be involved in contract-based Demand/Response.	Eur: Home Customer	Organization	Customer				
entity:ResourceAggregation-1056	1056	Resource Aggregation	Resource Aggregation	Service	Conceptual	The act of collecting a set of resources into an Aggregation.	N: Resource	Organization	Service Provider				function/ service
entity:ResourceOptimization-1057	1057	Resource optimization	Resource optimization	Service	Conceptual	Provides a mechanism to optimize grid connected energy resources based on estabilished parameters		Automation Service	Operations				
entity:ResourceProvider-1058	1058	Resource Provider	Resource Provider	Role	Conceptual	A role that manages a resource object and provides the schedules for it (Description from ETSO-E market document).		Role	Operations	Market			
entity:ResourceProvider-1059	1059	Resource Provider	Resource Provider	Role		A role that manages a resource object and provides the schedules for it							
entity:RespondToBid-1060	1060	Respond to bid	Respond to bid	Service	Conceptual	Provides Energy Bid request for a market trading period		Automation Service	Service Provider				
entity:ResponseMethodAggregator-1061	1061	Response Method Aggregator	Response Method Aggregator	Role	Logical	A logical entity that has a reportable interval level of consumption, e.g. a physical entity that may have its own meter, a neighborhood of homes that has a net meter, or an estimate of consumption of an aggregation of retail customers.	N: Response Method Aggregation	Organization	Service Provider	Enterprise			
entity:RestorationService-1062	1062	Restoration Service	Restoration Service	Service	Conceptual	A service that returns an entity to a previous state		Automation Service	Cross-cutting				
entity:RestrictedMarketNotificationService-1063	1063	restricted market notification service	restricted market notification service	Service	Conceptual	Provide a participant notification system for periods of time when the market is restricted by abnormal conditions		Automation Service	Market				
entity:RestrictedMarketNotificationService-1064	1064	restricted market notification service	restricted market notification service	Service	Conceptual	Provide a participant notification system for periods of time when the market is restricted by planned conditions		Automation Service	Market				
entity:RetailCustomer-1065	1065	Retail Customer	Retail Customer	Role	Conceptual	An entity that consumes and/or pays for electrical goods or services. A customer of a utility, including customers who provide more power than they consume. This customer may be a residential consumer or also an entity (e.g. department, tenant) within a larger building.	E: End Use Customer; CM: Utility Customer; NR: Utility Customer; EU:  Home Customer	Organization	Customer		role	consumer	
entity:RetailDEREnergyManagementSystem-RDEMS--1066	1066	Retail DER Energy Management System (RDEMS)	Retail DER Energy Management System (RDEMS)			System that manages the settings and dispatch of DER systems that have been contracted to be operated by REPs and/or Aggregators							
entity:RetailEnergyMarketSystem-1067	1067	Retail Energy Market System	Retail Energy Market System	System		Applications related to the Retail Market							
entity:RetailEnergyProvider-REP--1068	1068	Retail Energy Provider (REP)	Retail Energy Provider (REP)			Third party managing DER systems based on market information							
entity:RetailMarket-1069	1069	Retail Market	Retail Market	Service	Logical	The Retail Market clears bids and offers, or otherwise sets retail prices.		Organization	Market	Market			
entity:RetailMarket-generic--1070	1070	Retail Market (generic)	Retail Market (generic)										
entity:Retailing-1071	1071	Retailing	Retailing	Service	Conceptual	Retailers sell power to end customers and may in the future aggregate or broker  between customers or into the market. Most are connected to a trading organization to allow participation in the wholesale market.		Application	Market	Enterprise			
entity:Retrofilter-1072	1072	Retrofilter	Retrofilter	Role									
entity:ReviewProtectionSchemes-1073	1073	Review protection schemes	Review protection schemes	Service	Conceptual	Reviews proposed remedial action schemes (RAS)		Business Service	Operations				
entity:RootCauseAnalysis--1074	1074	Root Cause Analysis:	Root Cause Analysis:	Service	Conceptual	This service manages the support of field crew investigations into root cause analysis of distribution system failures		Business Service	Distribution				
entity:SCADASystem-1075	1075	SCADA system	SCADA system	Application		Supervisory Control And Data Acquisition system provides the basic functionality for implementing EMS or DMS, especially provides the communication with the substations to monitor and control the grid.							
entity:ScenarioPlanner-1076	1076	Scenario planner	Scenario planner	Service	Conceptual	Provides visualization of circuit configuration scenarios for optimal load serving capability.		Automation Service	Distribution				
entity:ScheduleGeneration-1077	1077	schedule generation	schedule generation	Service	Conceptual	Identify economically optimal schedules for supply resources		Business Service	Operations				
entity:ScheduleOutages-1078	1078	Schedule Outages	Schedule Outages	Service	Conceptual	Schedules outages when they will have the least impact to the reliable operation of the grid		Business Service	Operations				
entity:ScheduleSupportService-1079	1079	schedule support service	schedule support service	Service	Conceptual	Provide a platform to analyze physical schedules against the capablity of the facility in its environment		Automation Service	Bulk Generation				
entity:ScheduleTransmission-1080	1080	schedule transmission	schedule transmission	Service	Conceptual	provide a mechanism to match supply schedules with transmission capacity		Business Service	Operations				
entity:ScheduleWorkcrew-1081	1081	schedule workcrew	schedule workcrew	Service	Conceptual	Schedule the appropriate resources for outage resolution		Business Service	Operations				
entity:SchedulingCoordinator-1082	1082	Scheduling Coordinator	Scheduling Coordinator	Role	Conceptual	A party that is responsible for the schedule information and its exchange on behalf of a balance responsible party.  For example in the Polish market a Scheduling Coordinator is responsible for information interchange for scheduling and settlement.		Organizational Entity	Operations				
entity:SchedulingCoordinator-1083	1083	Scheduling Coordinator	Scheduling Coordinator	Role		A party that is responsible for the schedule information and its exchange on behalf of a balance responsible party. For example in the Polish market a Scheduling Coordinator is responsible for information interchange for scheduling and settlement.							
entity:SchedulingEntity-1084	1084	Scheduling Entity	Scheduling Entity	Role	Conceptual	A role which carries the responsibility of submitting bids/offers and receives Schedules and Awards.		Organizational Entity	Service Provider				
entity:Sectionalizer-1085	1085	Sectionalizer	Sectionalizer	Actor	Logical	Are used to isolate circuits with persistant current poor ground faults by opening branch circuits bypassing the faulty circuit		Device	Distribution	Field Device			
entity:SecureCommunication-1086	1086	Secure communication	Secure communication	Service	Conceptual	Provide mechanism to ensure that communication is not interfered with		Business Service	Cross-cutting				
entity:SecureMobilitySupportService-1087	1087	Secure Mobility Support Service	Secure Mobility Support Service	Service	Conceptual	This service provides secure mobility for communications with Smart Grid field equipment		Business Service	Cross-cutting				
entity:SecurityAssuranceService-1088	1088	Security Assurance Service	Security Assurance Service	Service	Conceptual	This service provides Security Assurance Services to determine the level of security provided by another environment.		Business Service	Cross-cutting				
entity:SecurityEnforcement-1089	1089	Security Enforcement	Security Enforcement	Service	Conceptual	A service that enforces the security policies of the domain		Automation Service	Cross-cutting				
entity:SecurityManagement-1090	1090	Security Management	Security Management	Service	Conceptual	The A service that provides management of security policies, distribution and maintenance of security credentials, and centralized authentication and authorization as appropriate.	NR: Security/Network/System Management	Application	Operations	Enterprise			
entity:SecurityPolicyEnforcementForFieldEquipmentOperations-1091	1091	Security Policy Enforcement for Field Equipment Operations	Security Policy Enforcement for Field Equipment Operations	Service	Conceptual	This service enforces the security policies for smart grid field operations.		Business Service	Cross-cutting				
entity:SecurityPolicyExchangeService-1092	1092	Security Policy Exchange Service	Security Policy Exchange Service	Service	Conceptual	This service manages a Security Policy Exchange Service. This enables a Security context to be negotiated on the basis of exchanged security policies		Business Service	Cross-cutting				
entity:SegmentationManagement-1093	1093	Segmentation Management	Segmentation Management	Service	Conceptual	A services that sets intra-domain particitioning rules		Automation Service	Cross-cutting				
entity:SellEnergy-1094	1094	sell energy	sell energy	Service	Conceptual	services that enable selling energy		Business Service	Service Provider				
entity:SensorCommunications-1095	1095	Sensor Communications	Sensor Communications	Service	Conceptual	mechanism to maintain communications with grid connected sensors		Automation Service	Operations				
entity:ServiceLevelAgreementCompliance-1096	1096	Service Level Agreement Compliance	Service Level Agreement Compliance	Service	Conceptual	Manage compliance with Service Level Agreements (SLAs) using service performance data.		Business Service	Customer				
entity:ServiceLevelAgreementManagement-1097	1097	Service Level Agreement Management	Service Level Agreement Management	Service	Conceptual	Perform life-cycle management of Service Level Agreements (SLAs) in support of business goals.		Business Service	Customer				
entity:ServiceManagey-1098	1098	Service Managey	Service Managey	Service	Conceptual	A service the finds other services		Automation Service	Cross-cutting				
entity:ServiceManagey-1099	1099	Service Managey	Service Managey	Service	Conceptual	A service the finds other services		Automation Service	Customer				
entity:ServiceProvider-1100	1100	Service Provider	Service Provider	Role	Conceptual	An organization which coordinates resources to support the energy industry	EU: Supplier; EU: Retailer;RM: 3rd Party, 3rd Party, External Systems;IE: 3rd Party Services; 3rd Party	Organization	Service Provider	Enterprise			
entity:ServiceProviderStorageManagement-1101	1101	Service Provider Storage Management	Service Provider Storage Management	Service	Logical	A service that provides supervisory energy storage management on behalf of the customers, such as batteries.	RM:  Utility Energy Management Service; CM: Local Service Provider EMS	Application	Operations	Enterprise			
entity:ServiceRestorationAuthorization-1102	1102	Service restoration authorization	Service restoration authorization	Service	Conceptual	This service provides the authorization signals from sensor or system algorithms to enable restoration of circuit areas.		Automation Service	Distribution				
entity:ServiceRestorationSignaling-1103	1103	Service restoration signaling	Service restoration signaling	Service	Conceptual	This service provides the control signals for restoration of circuit areas by actuating line devices.		Automation Service	Distribution				
entity:ServicesAcquistionSecurityPolicyManagement-1104	1104	Services Acquistion Security Policy Management	Services Acquistion Security Policy Management	Service	Conceptual	This service enforces the security policies for smart grid services acquisition		Business Service	Cross-cutting				
entity:SettleMarket-1105	1105	Settle market	Settle market	Service	Conceptual	manage the settlement of market charges		Business Service	Market				
entity:SettlementSupportService-1106	1106	settlement support service	settlement support service	Service	Conceptual	Provide a platform to use collected data to settle the market for all participants		Automation Service	Market				
